gene_name,gene_id,transcript_id
CMSS1,ENSG00000184220.11,ENST00000421999.7
OLIG1,ENSG00000184221.12,ENST00000382348.1
PCDH9,ENSG00000184226.14,ENST00000377865.6
ACOT1,ENSG00000184227.7,ENST00000311148.8
OAF,ENSG00000184232.8,ENST00000328965.8
ALDH1A3,ENSG00000184254.16,ENST00000329841.9
CDR1,ENSG00000184258.7,ENST00000370532.4
HIST2H2AC,ENSG00000184260.5,ENST00000331380.3
KCNK12,ENSG00000184261.4,ENST00000327876.4
HIST2H2AB,ENSG00000184270.4,ENST00000331128.4
POU6F1,ENSG00000184271.17,ENST00000333640.11
DEFB108B,ENSG00000184276.2,ENST00000328698.1
TM2D3,ENSG00000184277.12,ENST00000333202.7
TSSC4,ENSG00000184281.14,ENST00000333256.10
TACSTD2,ENSG00000184292.6,ENST00000371225.3
CLECL1,ENSG00000184293.7,ENST00000621400.4
SIX6,ENSG00000184302.6,ENST00000327720.5
PRKD1,ENSG00000184304.14,ENST00000415220.6
CCSER1,ENSG00000184305.15,ENST00000509176.5
ZDHHC23,ENSG00000184307.14,ENST00000330212.7
MROH7,ENSG00000184313.19,ENST00000421030.6
S100A7A,ENSG00000184330.11,ENST00000368729.8
SRPK3,ENSG00000184343.10,ENST00000370101.7
GDF3,ENSG00000184344.3,ENST00000329913.3
IQCF2,ENSG00000184345.4,ENST00000333127.3
SLIT3,ENSG00000184347.14,ENST00000332966.8
EFNA5,ENSG00000184349.12,ENST00000333274.10
MRGPRE,ENSG00000184350.9,ENST00000389832.5
KRTAP19-1,ENSG00000184351.7,ENST00000390689.2
HIST1H1B,ENSG00000184357.4,ENST00000331442.4
SPATA32,ENSG00000184361.12,ENST00000331780.4
PKP3,ENSG00000184363.9,ENST00000331563.6
MAP7D2,ENSG00000184368.15,ENST00000379643.9
CSF1,ENSG00000184371.13,ENST00000329608.10
COLEC10,ENSG00000184374.2,ENST00000332843.2
ACTRT3,ENSG00000184378.2,ENST00000330368.2
PLA2G6,ENSG00000184381.18,ENST00000332509.7
MAML2,ENSG00000184384.13,ENST00000524717.5
PABPC1L2B,ENSG00000184388.5,ENST00000373521.3
A3GALT2,ENSG00000184389.9,ENST00000442999.3
OR4N5,ENSG00000184394.2,ENST00000641086.1
SS18L1,ENSG00000184402.14,ENST00000331758.7
KCND2,ENSG00000184408.9,ENST00000331113.8
TOP1MT,ENSG00000184428.12,ENST00000329245.8
COPB2,ENSG00000184432.9,ENST00000333188.9
LRRC19,ENSG00000184434.7,ENST00000380055.5
THAP7,ENSG00000184436.11,ENST00000215742.8
KNTC1,ENSG00000184445.11,ENST00000333479.11
CCR10,ENSG00000184451.5,ENST00000332438.4
NCMAP,ENSG00000184454.6,ENST00000374392.2
BPIFC,ENSG00000184459.8,ENST00000397452.5
WDR27,ENSG00000184465.16,ENST00000448612.6
TXNRD2,ENSG00000184470.20,ENST00000400521.6
C1QTNF8,ENSG00000184471.7,ENST00000328449.5
OR56A3,ENSG00000184478.7,ENST00000641905.1
FOXO4,ENSG00000184481.16,ENST00000374259.7
POU3F2,ENSG00000184486.9,ENST00000328345.7
PTP4A3,ENSG00000184489.11,ENST00000329397.5
FOXD4L1,ENSG00000184492.6,ENST00000306507.6
TMEM255B,ENSG00000184497.12,ENST00000375353.4
PROS1,ENSG00000184500.15,ENST00000394236.8
GAST,ENSG00000184502.3,ENST00000329402.3
NUTM1,ENSG00000184507.15,ENST00000537011.5
HDDC3,ENSG00000184508.11,ENST00000394272.7
BEX5,ENSG00000184515.10,ENST00000543160.5
ZFP1,ENSG00000184517.11,ENST00000393430.6
CEND1,ENSG00000184524.5,ENST00000330106.4
C6orf58,ENSG00000184530.8,ENST00000329722.7
DHRS7C,ENSG00000184544.11,ENST00000330255.9
DUSP8,ENSG00000184545.10,ENST00000397374.7
SOCS3,ENSG00000184557.4,ENST00000330871.3
SPEM2,ENSG00000184560.7,ENST00000333870.7
SLITRK6,ENSG00000184564.9,ENST00000400286.3
PIWIL3,ENSG00000184571.13,ENST00000332271.9
LPAR5,ENSG00000184574.9,ENST00000329858.8
XPOT,ENSG00000184575.11,ENST00000332707.9
TMEM173,ENSG00000184584.12,ENST00000330794.8
PDE4B,ENSG00000184588.17,ENST00000329654.8
FAM19A3,ENSG00000184599.13,ENST00000369630.7
C14orf180,ENSG00000184601.10,ENST00000331952.6
SNN,ENSG00000184602.5,ENST00000329565.5
KCNH7,ENSG00000184611.11,ENST00000332142.9
NELL2,ENSG00000184613.10,ENST00000437801.6
KRBA2,ENSG00000184619.5,ENST00000643221.1
MED12,ENSG00000184634.15,ENST00000374080.7
ZNF93,ENSG00000184635.15,ENST00000343769.5
SEPT9,ENSG00000184640.17,ENST00000427177.5
PRSS55,ENSG00000184647.10,ENST00000328655.7
ODF4,ENSG00000184650.10,ENST00000328248.6
FOXD4L4,ENSG00000184659.5,ENST00000377413.2
CDCA2,ENSG00000184661.13,ENST00000330560.7
RALYL,ENSG00000184672.11,ENST00000517638.5
AMER1,ENSG00000184675.10,ENST00000330258.3
ZBTB40,ENSG00000184677.17,ENST00000404138.5
HIST2H2BE,ENSG00000184678.10,ENST00000369155.3
CLDN6,ENSG00000184697.6,ENST00000396925.1
OR51M1,ENSG00000184698.5,ENST00000642046.1
SEPT5,ENSG00000184702.19,ENST00000455784.6
EIF4ENIF1,ENSG00000184708.17,ENST00000397525.5
LRRC26,ENSG00000184709.7,ENST00000371542.3
SERINC4,ENSG00000184716.13,ENST00000319327.6
RNLS,ENSG00000184719.11,ENST00000331772.8
KRTAP6-1,ENSG00000184724.5,ENST00000329122.2
APOBR,ENSG00000184730.10,ENST00000564831.5
FAM110C,ENSG00000184731.5,ENST00000327669.4
DDX53,ENSG00000184735.6,ENST00000327968.6
ATL3,ENSG00000184743.12,ENST00000398868.7
NDUFA12,ENSG00000184752.12,ENST00000327772.6
SMIM10,ENSG00000184785.5,ENST00000330288.5
TCTE3,ENSG00000184786.5,ENST00000366774.3
UBE2G2,ENSG00000184787.18,ENST00000345496.6
SATL1,ENSG00000184788.13,ENST00000509231.1
OSBP2,ENSG00000184792.15,ENST00000332585.10
TRARG1,ENSG00000184811.3,ENST00000333813.3
PRR23B,ENSG00000184814.5,ENST00000329447.5
ZBTB7C,ENSG00000184828.9,ENST00000588982.5
APOO,ENSG00000184831.13,ENST00000379226.8
PRR16,ENSG00000184838.14,ENST00000407149.6
TMED9,ENSG00000184840.11,ENST00000332598.6
DRD1,ENSG00000184845.3,ENST00000393752.2
TMEM186,ENSG00000184857.7,ENST00000333050.6
SDR42E1,ENSG00000184860.9,ENST00000328945.6
RBM33,ENSG00000184863.10,ENST00000401878.7
ARMCX2,ENSG00000184867.13,ENST00000328766.9
BTBD6,ENSG00000184887.13,ENST00000392554.7
SRY,ENSG00000184895.7,ENST00000383070.1
H1FX,ENSG00000184897.5,ENST00000333762.5
RBM43,ENSG00000184898.6,ENST00000331426.5
SUMO3,ENSG00000184900.15,ENST00000411651.6
IMMP2L,ENSG00000184903.9,ENST00000405709.6
TCEAL2,ENSG00000184905.8,ENST00000372780.5
CLCNKB,ENSG00000184908.17,ENST00000375679.8
DMRTC1B,ENSG00000184911.14,ENST00000334036.9
JAG2,ENSG00000184916.8,ENST00000331782.7
FMNL1,ENSG00000184922.13,ENST00000331495.7
NUTM2A,ENSG00000184923.12,ENST00000381707.6
PTRHD1,ENSG00000184924.5,ENST00000328379.5
LCN12,ENSG00000184925.11,ENST00000371633.7
OR6A2,ENSG00000184933.5,ENST00000641196.1
WT1,ENSG00000184937.13,ENST00000332351.7
ZFP90,ENSG00000184939.15,ENST00000570495.5
OR6C70,ENSG00000184954.4,ENST00000327335.4
MUC6,ENSG00000184956.15,ENST00000421673.6
NOC4L,ENSG00000184967.6,ENST00000330579.5
USP18,ENSG00000184979.9,ENST00000215794.7
NDUFA6,ENSG00000184983.10,ENST00000617763.1
CHRM5,ENSG00000184984.9,ENST00000383263.6
SORCS2,ENSG00000184985.16,ENST00000507866.6
TMEM121,ENSG00000184986.10,ENST00000392519.6
TMEM106A,ENSG00000184988.8,ENST00000612339.4
SIVA1,ENSG00000184990.12,ENST00000329967.10
BRI3BP,ENSG00000184992.10,ENST00000341446.8
IFNE,ENSG00000184995.7,ENST00000448696.4
SLC22A10,ENSG00000184999.11,ENST00000332793.10
DGAT1,ENSG00000185000.11,ENST00000528718.5
RFX6,ENSG00000185002.9,ENST00000332958.2
ROBO2,ENSG00000185008.17,ENST00000487694.7
AP3M1,ENSG00000185009.12,ENST00000355264.8
F8,ENSG00000185010.14,ENST00000360256.8
NT5C1B,ENSG00000185013.16,ENST00000359846.6
CA13,ENSG00000185015.7,ENST00000321764.3
UBOX5,ENSG00000185019.16,ENST00000217173.6
MAFF,ENSG00000185022.11,ENST00000338483.6
BRF1,ENSG00000185024.16,ENST00000547530.6
LRRC14B,ENSG00000185028.3,ENST00000328278.3
SEMA4B,ENSG00000185033.14,ENST00000411539.6
MROH2A,ENSG00000185038.14,ENST00000610772.4
CIB1,ENSG00000185043.11,ENST00000612800.1
ANKS1B,ENSG00000185046.18,ENST00000547776.6
NELFA,ENSG00000185049.14,ENST00000382882.7
SLC24A3,ENSG00000185052.11,ENST00000328041.10
SGCZ,ENSG00000185053.13,ENST00000382080.5
C5orf47,ENSG00000185056.9,ENST00000340147.6
KRT76,ENSG00000185069.2,ENST00000332411.2
FLRT2,ENSG00000185070.10,ENST00000330753.5
INTS5,ENSG00000185085.2,ENST00000330574.2
RPS27L,ENSG00000185088.13,ENST00000330964.9
MANEAL,ENSG00000185090.14,ENST00000373045.10
ADSSL1,ENSG00000185100.10,ENST00000332972.9
ANO9,ENSG00000185101.12,ENST00000332826.6
FAF1,ENSG00000185104.19,ENST00000396153.6
MYADML2,ENSG00000185105.5,ENST00000409745.2
FAM43A,ENSG00000185112.5,ENST00000329759.5
NSMCE3,ENSG00000185115.5,ENST00000332303.5
HSF1,ENSG00000185122.10,ENST00000528838.5
C6orf120,ENSG00000185127.6,ENST00000332290.3
PURA,ENSG00000185129.5,ENST00000331327.4
HIST1H2BL,ENSG00000185130.5,ENST00000377401.3
INPP5J,ENSG00000185133.13,ENST00000331075.9
NPY2R,ENSG00000185149.5,ENST00000329476.3
MIXL1,ENSG00000185155.11,ENST00000542034.5
MFSD6L,ENSG00000185156.5,ENST00000329805.5
LRRC37B,ENSG00000185158.12,ENST00000341671.11
DDX51,ENSG00000185163.9,ENST00000397333.3
NOMO2,ENSG00000185164.14,ENST00000621364.4
AQP12B,ENSG00000185176.12,ENST00000407834.3
ZNF479,ENSG00000185177.12,ENST00000331162.8
SIGIRR,ENSG00000185187.12,ENST00000431843.6
NRBP2,ENSG00000185189.17,ENST00000442628.6
PRSS57,ENSG00000185198.11,ENST00000613411.4
IFITM2,ENSG00000185201.16,ENST00000616316.1
TNFAIP2,ENSG00000185215.8,ENST00000560869.5
ZNF445,ENSG00000185219.16,ENST00000396077.7
PGBD2,ENSG00000185220.11,ENST00000329291.5
TCEAL9,ENSG00000185222.9,ENST00000646896.1
MC2R,ENSG00000185231.4,ENST00000327606.3
RAB11B,ENSG00000185236.11,ENST00000328024.10
PRMT3,ENSG00000185238.12,ENST00000331079.10
GP1BA,ENSG00000185245.7,ENST00000329125.5
PRPF39,ENSG00000185246.17,ENST00000355765.10
MAGEA11,ENSG00000185247.14,ENST00000355220.5
PPIL6,ENSG00000185250.15,ENST00000440797.6
ZNF74,ENSG00000185252.18,ENST00000611540.4
KIAA0825,ENSG00000185261.14,ENST00000329378.7
UBALD2,ENSG00000185262.8,ENST00000327490.7
TEX33,ENSG00000185264.11,ENST00000405091.6
CDNF,ENSG00000185267.9,ENST00000465530.1
NOTUM,ENSG00000185269.11,ENST00000409678.7
KLHL33,ENSG00000185271.8,ENST00000344581.4
RBM11,ENSG00000185272.13,ENST00000400577.3
GALNT17,ENSG00000185274.11,ENST00000333538.9
ZBTB37,ENSG00000185278.15,ENST00000367701.9
NUPR2,ENSG00000185290.3,ENST00000329309.3
IL3RA,ENSG00000185291.11,ENST00000331035.9
SPPL2C,ENSG00000185294.6,ENST00000329196.6
CCDC137,ENSG00000185298.12,ENST00000329214.12
SFTPA2,ENSG00000185303.16,ENST00000372325.6
RGPD2,ENSG00000185304.14,ENST00000398146.3
ARL15,ENSG00000185305.10,ENST00000504924.5
C12orf56,ENSG00000185306.12,ENST00000543942.6
SCN10A,ENSG00000185313.7,ENST00000449082.3
CDK10,ENSG00000185324.21,ENST00000353379.11
TMEM105,ENSG00000185332.7,ENST00000332900.6
SOCS1,ENSG00000185338.5,ENST00000644787.1
TCN2,ENSG00000185339.8,ENST00000215838.7
GAS2L1,ENSG00000185340.15,ENST00000618518.3
ATP6V0A2,ENSG00000185344.13,ENST00000330342.7
PRKN,ENSG00000185345.20,ENST00000366898.5
TEDC1,ENSG00000185347.17,ENST00000392522.7
HS6ST3,ENSG00000185352.8,ENST00000376705.3
HGS,ENSG00000185359.12,ENST00000329138.8
TNFAIP8L1,ENSG00000185361.8,ENST00000536716.1
OR2V1,ENSG00000185372.3,ENST00000641318.1
RAD51D,ENSG00000185379.20,ENST00000590016.5
OR7A17,ENSG00000185385.4,ENST00000641113.1
MAPK11,ENSG00000185386.14,ENST00000330651.10
SP140L,ENSG00000185404.16,ENST00000415673.6
MRPL30,ENSG00000185414.19,ENST00000338148.7
TARSL2,ENSG00000185418.15,ENST00000335968.7
SMYD3,ENSG00000185420.18,ENST00000490107.5
METTL7A,ENSG00000185432.11,ENST00000548553.1
IFNLR1,ENSG00000185436.11,ENST00000327535.5
SH3BGR,ENSG00000185437.13,ENST00000333634.8
FAM174B,ENSG00000185442.12,ENST00000327355.5
FAM47A,ENSG00000185448.10,ENST00000346193.4
ZSWIM9,ENSG00000185453.12,ENST00000614654.1
KPNA7,ENSG00000185467.7,ENST00000327442.6
TMEM179B,ENSG00000185475.10,ENST00000333449.8
GPRIN3,ENSG00000185477.4,ENST00000609438.1
KRT6B,ENSG00000185479.5,ENST00000252252.3
PARPBP,ENSG00000185480.11,ENST00000541394.5
STAC3,ENSG00000185482.7,ENST00000332782.6
ROR1,ENSG00000185483.11,ENST00000371079.5
MUC1,ENSG00000185499.16,ENST00000612778.4
FAAP100,ENSG00000185504.16,ENST00000327787.12
IRF7,ENSG00000185507.20,ENST00000397566.5
L3MBTL1,ENSG00000185513.16,ENST00000418998.6
BRCC3,ENSG00000185515.14,ENST00000369462.5
SV2B,ENSG00000185518.11,ENST00000394232.5
FAM131C,ENSG00000185519.8,ENST00000375662.4
LMNTD2,ENSG00000185522.8,ENST00000329451.7
SPATA45,ENSG00000185523.6,ENST00000332912.3
PDE6G,ENSG00000185527.11,ENST00000331056.9
PRKG1,ENSG00000185532.16,ENST00000373980.9
NR2F2,ENSG00000185551.14,ENST00000394166.7
DLK1,ENSG00000185559.14,ENST00000341267.8
TLCD2,ENSG00000185561.9,ENST00000330676.7
LSAMP,ENSG00000185565.11,ENST00000490035.6
AHNAK2,ENSG00000185567.6,ENST00000333244.5
OLFML2A,ENSG00000185585.19,ENST00000373580.7
SP1,ENSG00000185591.9,ENST00000327443.8
SPATA8,ENSG00000185594.5,ENST00000328504.4
MRPL40,ENSG00000185608.8,ENST00000333130.3
DBX2,ENSG00000185610.6,ENST00000332700.6
INKA1,ENSG00000185614.4,ENST00000333323.4
PDIA2,ENSG00000185615.15,ENST00000219406.10
PCGF3,ENSG00000185619.18,ENST00000362003.9
LMLN,ENSG00000185621.11,ENST00000420910.6
P4HB,ENSG00000185624.14,ENST00000331483.8
PSMD13,ENSG00000185627.17,ENST00000431206.6
PBX1,ENSG00000185630.18,ENST00000420696.6
NDUFA4L2,ENSG00000185633.10,ENST00000393825.5
SHC4,ENSG00000185634.11,ENST00000332408.8
KRT79,ENSG00000185640.5,ENST00000330553.5
ZFP36L1,ENSG00000185650.9,ENST00000439696.2
UBE2L3,ENSG00000185651.14,ENST00000458578.6
NTF3,ENSG00000185652.11,ENST00000423158.3
BRWD1,ENSG00000185658.13,ENST00000333229.6
PMEL,ENSG00000185664.14,ENST00000449260.6
SYN3,ENSG00000185666.14,ENST00000358763.6
POU3F1,ENSG00000185668.7,ENST00000373012.4
SNAI3,ENSG00000185669.5,ENST00000332281.5
ZBTB3,ENSG00000185670.7,ENST00000394807.3
LYG2,ENSG00000185674.9,ENST00000333017.6
MORN5,ENSG00000185681.12,ENST00000373764.7
PRAME,ENSG00000185686.17,ENST00000543184.5
C6orf201,ENSG00000185689.16,ENST00000380175.9
MYBL1,ENSG00000185697.16,ENST00000522677.7
MOSMO,ENSG00000185716.11,ENST00000542527.6
DRG1,ENSG00000185721.12,ENST00000331457.8
ANKFY1,ENSG00000185722.17,ENST00000570535.5
YTHDF3,ENSG00000185728.16,ENST00000621413.4
ZNF696,ENSG00000185730.7,ENST00000330143.7
ADARB2,ENSG00000185736.15,ENST00000381312.5
NRG3,ENSG00000185737.12,ENST00000372141.6
SRL,ENSG00000185739.13,ENST00000399609.7
C11orf87,ENSG00000185742.6,ENST00000327419.6
IFIT1,ENSG00000185745.9,ENST00000371804.3
CXorf38,ENSG00000185753.12,ENST00000327877.9
CLDN24,ENSG00000185758.9,ENST00000541814.1
KCNQ5,ENSG00000185760.15,ENST00000342056.6
ADAMTSL5,ENSG00000185761.10,ENST00000330475.8
KCNIP4,ENSG00000185774.15,ENST00000382152.6
SPATA31A6,ENSG00000185775.9,ENST00000332857.6
MORF4L1,ENSG00000185787.14,ENST00000331268.9
NLRP9,ENSG00000185792.9,ENST00000332836.6
WDR53,ENSG00000185798.7,ENST00000332629.6
DMWD,ENSG00000185800.11,ENST00000270223.6
SLC52A2,ENSG00000185803.9,ENST00000532887.6
PIGP,ENSG00000185808.13,ENST00000464265.5
IKZF1,ENSG00000185811.18,ENST00000644005.1
PCYT2,ENSG00000185813.10,ENST00000538721.6
NAT8L,ENSG00000185818.7,ENST00000423729.2
OR6C76,ENSG00000185821.3,ENST00000328314.3
NPAP1,ENSG00000185823.3,ENST00000329468.3
BCAP31,ENSG00000185825.16,ENST00000458587.7
ARL17A,ENSG00000185829.17,ENST00000336125.5
GNB1L,ENSG00000185838.13,ENST00000329517.10
DNAH14,ENSG00000185842.15,ENST00000400952.7
CCDC190,ENSG00000185860.13,ENST00000367910.5
EVI2B,ENSG00000185862.6,ENST00000330927.4
TMEM210,ENSG00000185863.7,ENST00000413619.2
ZNF829,ENSG00000185869.14,ENST00000520965.5
TMPRSS11B,ENSG00000185873.7,ENST00000332644.5
THNSL1,ENSG00000185875.12,ENST00000524413.5
TRIM69,ENSG00000185880.12,ENST00000559390.5
ATP6V0C,ENSG00000185883.11,ENST00000330398.8
IFITM1,ENSG00000185885.15,ENST00000408968.3
PRSS38,ENSG00000185888.5,ENST00000366757.3
BPY2C,ENSG00000185894.8,ENST00000382287.5
LAMP1,ENSG00000185896.10,ENST00000332556.4
FFAR3,ENSG00000185897.6,ENST00000327809.4
TAS2R60,ENSG00000185899.1,ENST00000332690.1
POMK,ENSG00000185900.9,ENST00000331373.9
C16orf54,ENSG00000185905.3,ENST00000329410.3
KLHDC8B,ENSG00000185909.14,ENST00000332780.3
KLHL34,ENSG00000185915.5,ENST00000379499.3
SETD4,ENSG00000185917.13,ENST00000399215.5
PTCH1,ENSG00000185920.15,ENST00000331920.10
RTN4RL1,ENSG00000185924.6,ENST00000331238.6
OR4C46,ENSG00000185926.1,ENST00000328188.1
CALHM1,ENSG00000185933.6,ENST00000329905.5
KRTAP5-5,ENSG00000185940.10,ENST00000399676.3
RNPC3,ENSG00000185946.15,ENST00000533099.5
ZNF267,ENSG00000185947.14,ENST00000300870.14
IRS2,ENSG00000185950.8,ENST00000375856.4
C7orf61,ENSG00000185955.4,ENST00000332375.3
FAM186A,ENSG00000185958.9,ENST00000327337.5
SHOX,ENSG00000185960.14,ENST00000381578.6
LCE3A,ENSG00000185962.1,ENST00000335674.1
BICD2,ENSG00000185963.13,ENST00000356884.10
LCE3E,ENSG00000185966.3,ENST00000368789.1
CCIN,ENSG00000185972.5,ENST00000335119.3
TMLHE,ENSG00000185973.10,ENST00000334398.7
GRK1,ENSG00000185974.6,ENST00000335678.6
DEFB128,ENSG00000185982.6,ENST00000334391.4
SLITRK2,ENSG00000185985.9,ENST00000335565.5
PLK5,ENSG00000185988.13,ENST00000334770.8
RASA3,ENSG00000185989.10,ENST00000334062.7
LRCH3,ENSG00000186001.13,ENST00000334859.8
LEMD1,ENSG00000186007.9,ENST00000367153.8
ATP4B,ENSG00000186009.4,ENST00000335288.4
NDUFA13,ENSG00000186010.18,ENST00000507754.8
ZNF566,ENSG00000186017.14,ENST00000392170.6
ZNF529,ENSG00000186020.12,ENST00000591340.5
ZNF284,ENSG00000186026.6,ENST00000421176.3
HTR3E,ENSG00000186038.9,ENST00000440596.2
DLEU7,ENSG00000186047.9,ENST00000504404.1
KRT73,ENSG00000186049.8,ENST00000305748.7
TAL2,ENSG00000186051.6,ENST00000334077.5
AIDA,ENSG00000186063.12,ENST00000340020.10
C15orf41,ENSG00000186073.12,ENST00000569302.6
CD300LF,ENSG00000186074.18,ENST00000583937.5
ZPBP2,ENSG00000186075.12,ENST00000348931.8
KRT5,ENSG00000186081.11,ENST00000252242.8
NBPF6,ENSG00000186086.18,ENST00000495380.6
GSAP,ENSG00000186088.15,ENST00000257626.11
HTR3D,ENSG00000186090.10,ENST00000382489.3
OR4F5,ENSG00000186092.6,ENST00000335137.4
AGBL4,ENSG00000186094.16,ENST00000371839.5
ARGFX,ENSG00000186103.3,ENST00000334384.3
CYP2R1,ENSG00000186104.10,ENST00000334636.9
LRRC70,ENSG00000186105.7,ENST00000334994.5
ANKRD46,ENSG00000186106.11,ENST00000520552.5
PIP5K1C,ENSG00000186111.9,ENST00000589578.5
OR5D14,ENSG00000186113.1,ENST00000335605.1
CYP4F2,ENSG00000186115.12,ENST00000221700.10
TEX38,ENSG00000186118.8,ENST00000334122.4
OR5D18,ENSG00000186119.8,ENST00000333976.6
ZBTB6,ENSG00000186130.4,ENST00000373659.3
C2orf76,ENSG00000186132.14,ENST00000409466.6
TAS2R42,ENSG00000186136.1,ENST00000334266.1
POLR3C,ENSG00000186141.8,ENST00000334163.3
PRR30,ENSG00000186143.11,ENST00000335524.7
DEFB131A,ENSG00000186146.1,ENST00000334879.1
UBL4B,ENSG00000186150.4,ENST00000334179.4
WWOX,ENSG00000186153.16,ENST00000566780.5
CYP4Z1,ENSG00000186160.4,ENST00000334194.3
CCDC84,ENSG00000186166.8,ENST00000334418.5
BCL9L,ENSG00000186174.12,ENST00000334801.7
POLR1D,ENSG00000186184.17,ENST00000302979.4
KIF18B,ENSG00000186185.13,ENST00000593135.5
ZNRF1,ENSG00000186187.11,ENST00000335325.8
FFAR4,ENSG00000186188.10,ENST00000371483.8
BPIFB3,ENSG00000186190.7,ENST00000375494.3
BPIFB4,ENSG00000186191.7,ENST00000375483.3
SAPCD2,ENSG00000186193.8,ENST00000409687.4
EDARADD,ENSG00000186197.14,ENST00000334232.8
SLC51B,ENSG00000186198.3,ENST00000334287.2
CYP4F12,ENSG00000186204.14,ENST00000550308.5
MARC1,ENSG00000186205.12,ENST00000366910.9
LCE5A,ENSG00000186207.4,ENST00000334269.2
SOWAHB,ENSG00000186212.3,ENST00000334306.3
BLOC1S4,ENSG00000186222.4,ENST00000320776.4
LCE1E,ENSG00000186226.8,ENST00000368770.3
ZNF749,ENSG00000186230.6,ENST00000334181.4
KLHL32,ENSG00000186231.16,ENST00000369261.8
MRTFB,ENSG00000186260.16,ENST00000571589.5
BTLA,ENSG00000186265.9,ENST00000334529.9
ZNF17,ENSG00000186272.12,ENST00000307658.11
KDM4D,ENSG00000186280.6,ENST00000335080.5
GPAT2,ENSG00000186281.12,ENST00000434632.5
TOR3A,ENSG00000186283.13,ENST00000367627.7
PABPC1L2A,ENSG00000186288.5,ENST00000373519.1
GABRA5,ENSG00000186297.11,ENST00000335625.9
PPP1CC,ENSG00000186298.11,ENST00000340766.9
ZNF555,ENSG00000186300.11,ENST00000334241.8
OR10T2,ENSG00000186306.1,ENST00000334438.1
NAP1L3,ENSG00000186310.9,ENST00000373079.3
PRELID2,ENSG00000186314.11,ENST00000334744.8
BACE1,ENSG00000186318.16,ENST00000313005.10
RGS9BP,ENSG00000186326.3,ENST00000334176.3
TMEM212,ENSG00000186329.9,ENST00000334567.9
SLC36A3,ENSG00000186334.9,ENST00000377713.3
SLC36A2,ENSG00000186335.8,ENST00000335244.8
THBS2,ENSG00000186340.15,ENST00000366787.7
RXRA,ENSG00000186350.10,ENST00000481739.1
ANKRD37,ENSG00000186352.8,ENST00000335174.5
NUDT17,ENSG00000186364.11,ENST00000334513.5
KIAA1024L,ENSG00000186367.6,ENST00000564719.1
ZNF75D,ENSG00000186376.14,ENST00000370766.7
CYP4X1,ENSG00000186377.7,ENST00000371901.3
KRT26,ENSG00000186393.5,ENST00000335552.4
KRT10,ENSG00000186395.7,ENST00000269576.5
GOLGA8R,ENSG00000186399.10,ENST00000327271.10
CD300E,ENSG00000186407.6,ENST00000392619.1
CCDC30,ENSG00000186409.15,ENST00000342022.8
NKRF,ENSG00000186416.14,ENST00000542113.1
GLDN,ENSG00000186417.13,ENST00000335449.10
FCAR,ENSG00000186431.18,ENST00000355524.7
KPNA4,ENSG00000186432.8,ENST00000334256.8
TRDN,ENSG00000186439.12,ENST00000334268.8
OR6P1,ENSG00000186440.2,ENST00000641540.1
KRT3,ENSG00000186442.7,ENST00000417996.2
ZNF501,ENSG00000186446.11,ENST00000620116.4
ZNF197,ENSG00000186448.14,ENST00000396058.1
SPATA12,ENSG00000186451.1,ENST00000334325.1
TMPRSS12,ENSG00000186452.10,ENST00000398458.3
FAM228A,ENSG00000186453.12,ENST00000295150.7
DEFB132,ENSG00000186458.4,ENST00000382376.3
NAP1L2,ENSG00000186462.8,ENST00000373517.3
RPS23,ENSG00000186468.12,ENST00000296674.12
GNG2,ENSG00000186469.8,ENST00000335281.8
BTN3A2,ENSG00000186470.13,ENST00000356386.6
AKAP14,ENSG00000186471.12,ENST00000371431.7
PCLO,ENSG00000186472.19,ENST00000333891.13
KLK12,ENSG00000186474.15,ENST00000250351.4
RGS7BP,ENSG00000186479.4,ENST00000334025.2
INSIG1,ENSG00000186480.12,ENST00000340368.8
MYT1L,ENSG00000186487.19,ENST00000428368.7
C5orf38,ENSG00000186493.12,ENST00000334000.7
ZNF396,ENSG00000186496.11,ENST00000589332.6
TMEM222,ENSG00000186501.14,ENST00000611517.4
OR9Q1,ENSG00000186509.4,ENST00000335397.3
CLCNKA,ENSG00000186510.11,ENST00000331433.4
OR9Q2,ENSG00000186513.3,ENST00000641291.1
ARHGAP30,ENSG00000186517.13,ENST00000368013.7
SEPT10,ENSG00000186522.14,ENST00000356688.8
FAM86B1,ENSG00000186523.14,ENST00000448228.6
CYP4F8,ENSG00000186526.12,ENST00000612078.4
CYP4F3,ENSG00000186529.15,ENST00000221307.12
SMYD4,ENSG00000186532.11,ENST00000305513.11
DEFB105A,ENSG00000186562.7,ENST00000334773.6
FOXD2,ENSG00000186564.5,ENST00000334793.5
GPATCH8,ENSG00000186566.12,ENST00000591680.5
CEACAM19,ENSG00000186567.12,ENST00000403660.3
DEFB107A,ENSG00000186572.2,ENST00000335021.2
NF2,ENSG00000186575.17,ENST00000338641.8
SMIM29,ENSG00000186577.13,ENST00000636500.1
DEFB106A,ENSG00000186579.2,ENST00000335186.2
SPATC1,ENSG00000186583.11,ENST00000377470.7
UBE2H,ENSG00000186591.12,ENST00000355621.7
DEFB105B,ENSG00000186599.7,ENST00000335510.6
HPDL,ENSG00000186603.5,ENST00000334815.4
KATNA1,ENSG00000186625.13,ENST00000367411.6
FSD2,ENSG00000186628.12,ENST00000334574.12
